movie,type,word,minutes_in
Pulp Fiction,word,merde,82.75
Pulp Fiction,word,fucking,84.95
Pulp Fiction,word,fuck,84.95
Pulp Fiction,word,fuck,85.28
Pulp Fiction,word,fucking,85.42
Pulp Fiction,word,shit,85.58
Pulp Fiction,word,fucking,85.65
Pulp Fiction,word,fuck,85.78
Pulp Fiction,word,fuck,86.03
Pulp Fiction,word,fuck,86.03
Pulp Fiction,word,fuck,86.05
Pulp Fiction,word,motherfucker,86.07
Pulp Fiction,word,fuck,86.10
Pulp Fiction,word,fucking,86.15
Pulp Fiction,word,fucking,86.15
Pulp Fiction,word,fuck,86.80
Pulp Fiction,word,shit,88.03
Pulp Fiction,word,fucking,88.05
Pulp Fiction,word,fucking,88.07
Pulp Fiction,death,,91.75
Pulp Fiction,word,motherfucker,94.70
Pulp Fiction,word,damned,95.35
Pulp Fiction,word,fuck,96.08
Pulp Fiction,word,motherfucker,96.20
Pulp Fiction,word,fucking,96.32
Pulp Fiction,word,shit,96.33
Pulp Fiction,word,motherfucking,96.45
Pulp Fiction,word,goddamn,96.50
Pulp Fiction,word,n-word ,96.78
Pulp Fiction,word,n-word ,100.53
Pulp Fiction,word,goddamn,102.35
Pulp Fiction,word,goddamn,102.38
Pulp Fiction,word,fucker,102.63
Pulp Fiction,word,motherfucker,102.67
Pulp Fiction,word,motherfucker,103.35
Pulp Fiction,word,fuck,103.93
Pulp Fiction,word,fuck,104.88
Pulp Fiction,word,fuck,104.95
Pulp Fiction,death,,105.45
Pulp Fiction,word,fuck,106.40
Pulp Fiction,word,fucking,106.62
Pulp Fiction,word,n-word ,107.08
Pulp Fiction,word,damn,107.33
Pulp Fiction,word,ass,107.37
Pulp Fiction,word,ass,108.22
Pulp Fiction,word,ass,108.73
Pulp Fiction,word,shit,109.97
Pulp Fiction,word,fuck,110.00
Pulp Fiction,word,fucking,110.70
Pulp Fiction,word,fucking,111.15
Pulp Fiction,word,fuck,111.73
Pulp Fiction,word,fucked,111.78
Pulp Fiction,death,,112.73
Pulp Fiction,word,fucked,112.87
Pulp Fiction,word,fucked,112.87
Pulp Fiction,word,fuck,112.88
Pulp Fiction,word,goddamn,112.95
Pulp Fiction,word,damn,112.97
Pulp Fiction,word,fuck,112.98
Pulp Fiction,word,shit,113.08
Pulp Fiction,word,motherfuckers,113.13
Pulp Fiction,death,,113.37
Pulp Fiction,word,fuck,113.65
Pulp Fiction,word,goddamn,113.75
Pulp Fiction,word,fucking,113.93
Pulp Fiction,word,shit,114.03
Pulp Fiction,word,motherfucking,114.43
Pulp Fiction,word,fucking,114.52
Pulp Fiction,word,shit,114.53
Pulp Fiction,word,fucking,114.57
Pulp Fiction,word,shit,114.60
Pulp Fiction,word,shit,114.63
Pulp Fiction,word,fucking,114.75
Pulp Fiction,word,fucking,114.85
Pulp Fiction,word,n-word ,115.08
Pulp Fiction,word,shit,115.12
Pulp Fiction,word,fucking,115.53
Pulp Fiction,word,fuck,115.55
Pulp Fiction,word,ass,115.63
Pulp Fiction,word,goddamn,115.68
Pulp Fiction,word,fucking,115.72
Pulp Fiction,word,ass,115.87
Pulp Fiction,word,damn,115.88
Pulp Fiction,death,,116.08
Pulp Fiction,word,fuck,116.10
Pulp Fiction,word,shit,116.12
Pulp Fiction,word,fuck,116.17
Pulp Fiction,word,ass,116.23
Pulp Fiction,word,shit,116.23
Pulp Fiction,word,motherfucking,116.33
Pulp Fiction,word,bitch,116.38
Pulp Fiction,word,fucking,116.42
Pulp Fiction,word,motherfucker,116.50
Pulp Fiction,word,shit,116.55
Pulp Fiction,word,fucking,116.57
Pulp Fiction,word,fucking,116.67
Pulp Fiction,word,shit,116.70
Pulp Fiction,word,ass,116.83
Pulp Fiction,word,fuck,116.85
Pulp Fiction,word,fucking,117.02
Pulp Fiction,word,shit,117.02
Pulp Fiction,word,fucking,117.13
Pulp Fiction,word,asses,117.18
Pulp Fiction,word,shit,117.52
Pulp Fiction,word,shit,117.53
Pulp Fiction,word,shit,117.60
Pulp Fiction,word,ass,117.63
Pulp Fiction,word,fuck,117.65
Pulp Fiction,word,n-word ,117.65
Pulp Fiction,word,fuck,117.67
Pulp Fiction,word,shit,117.78
Pulp Fiction,word,fucking,117.87
Pulp Fiction,word,goddamn,117.90
Pulp Fiction,word,shit,117.98
Pulp Fiction,word,goddamn,118.40
Pulp Fiction,word,shit,118.45
Pulp Fiction,word,shit,118.58
Pulp Fiction,word,fucking,118.68
Pulp Fiction,word,shit,118.77
Pulp Fiction,word,n-word ,118.92
Pulp Fiction,word,n-word ,119.07
Pulp Fiction,word,shit,119.12
Pulp Fiction,word,n-word ,119.17
Pulp Fiction,word,n-word ,119.30
Pulp Fiction,word,fucking,119.32
Pulp Fiction,word,motherfucker,119.37
Pulp Fiction,word,fucking,119.40
Pulp Fiction,word,fucking,119.52
Pulp Fiction,word,fucking,119.57
Pulp Fiction,word,fucking,119.72
Pulp Fiction,word,fucking,119.77
Pulp Fiction,word,fuck,120.12
Pulp Fiction,word,fuck,120.18
Pulp Fiction,word,shit,120.18
Pulp Fiction,word,fuck,120.25
Pulp Fiction,word,shit,120.25
Pulp Fiction,word,fucking,120.27
Pulp Fiction,word,shit,120.27
Pulp Fiction,word,fuck,120.30
Pulp Fiction,word,shit,120.30
Pulp Fiction,word,fucking,120.55
Pulp Fiction,word,shit,120.55
Pulp Fiction,word,shit,120.83
Pulp Fiction,word,motherfucking,121.03
Pulp Fiction,word,ass,121.07
Pulp Fiction,word,motherfucker,121.12
Pulp Fiction,word,n-word ,121.13
Pulp Fiction,word,motherfucker,121.27
Pulp Fiction,word,n-word ,121.32
Pulp Fiction,word,motherfucker,121.45
Pulp Fiction,word,shit,121.47
Pulp Fiction,word,motherfucker,123.85
Pulp Fiction,word,fucking,125.57
Pulp Fiction,word,fucking,126.00
Pulp Fiction,word,ass,128.00
Pulp Fiction,word,shit,128.00
Pulp Fiction,word,fucked,128.03
Pulp Fiction,word,shit,128.03
Pulp Fiction,word,fuck,128.17
Pulp Fiction,word,shit,128.18
Pulp Fiction,word,motherfucker,128.20
Pulp Fiction,word,shit,128.22
Pulp Fiction,word,ass,128.27
Pulp Fiction,word,fucking,128.35
Pulp Fiction,word,fucking,128.40
Pulp Fiction,word,fucking,128.43
Pulp Fiction,word,motherfucker,128.53
Pulp Fiction,word,motherfucker,128.53
Pulp Fiction,word,fuck,128.67
Pulp Fiction,word,motherfucker,128.68
Pulp Fiction,word,fucking,128.73
Pulp Fiction,word,n-word ,128.78
Pulp Fiction,word,dicks,129.12
Pulp Fiction,word,shit,129.52
Pulp Fiction,word,ass,129.33
Pulp Fiction,word,goddamn,129.50
Pulp Fiction,word,shit,129.83
Pulp Fiction,word,goddamn,130.08
Pulp Fiction,word,fucking,130.10
Pulp Fiction,word,fuck,130.22
Pulp Fiction,word,fuck,130.22
Pulp Fiction,word,damn,130.25
Pulp Fiction,word,goddamn,130.30
Pulp Fiction,word,motherfucker,130.90
Pulp Fiction,word,fucking,131.50
Pulp Fiction,word,shit,131.57
Pulp Fiction,word,fucking,131.85
Pulp Fiction,word,fucking,133.48
Pulp Fiction,word,fucking,133.55
Pulp Fiction,word,fucking,133.63
Pulp Fiction,word,motherfuckers,134.00
Pulp Fiction,word,shit,134.05
Pulp Fiction,word,motherfucking,134.55
Pulp Fiction,word,shit,134.85
Pulp Fiction,word,shit,135.35
Pulp Fiction,word,shit,135.38
Pulp Fiction,word,fucking,135.47
Pulp Fiction,word,shit,135.48
Pulp Fiction,word,fucking,135.77
Pulp Fiction,word,fuck,135.93
Pulp Fiction,word,shit,136.60
Pulp Fiction,word,fucking,136.80
Pulp Fiction,word,fucking,137.05
Pulp Fiction,word,shit,137.22
Pulp Fiction,word,fuck,137.57
Pulp Fiction,word,fucking,137.93
Pulp Fiction,word,motherfuckers,138.00
Pulp Fiction,word,fuck,138.10
Pulp Fiction,word,fucking,138.22
Pulp Fiction,word,fuck,138.23
Pulp Fiction,word,fuck,138.28
Pulp Fiction,word,fucking,138.30
Pulp Fiction,word,fucking,138.33
Pulp Fiction,word,fucking,138.37
Pulp Fiction,word,fuck,138.43
Pulp Fiction,word,fucking,138.48
Pulp Fiction,word,fucking,138.65
Pulp Fiction,word,fucking,138.68
Pulp Fiction,word,fuck,138.87
Pulp Fiction,word,fucking,139.00
Pulp Fiction,word,fuck,139.23
Pulp Fiction,word,fucking,139.53
Pulp Fiction,word,fucking,139.60
Pulp Fiction,word,fucking,139.75
Pulp Fiction,word,fucking,139.85
Pulp Fiction,word,fucking,139.97
Pulp Fiction,word,fuck,140.05
Pulp Fiction,word,shit,140.72
Pulp Fiction,word,fucking,141.05
Pulp Fiction,word,fuck,141.15
Pulp Fiction,word,goddamn,141.18
Pulp Fiction,word,fucking,141.43
Pulp Fiction,word,goddamn,142.23
Pulp Fiction,word,bitch,142.37
Pulp Fiction,word,bitch,142.40
Pulp Fiction,word,bitch,142.42
Pulp Fiction,word,fucking,142.45
Pulp Fiction,word,bitch,142.45
Pulp Fiction,word,fucking,142.50
Pulp Fiction,word,bitch,142.50
Pulp Fiction,word,motherfuckers,143.77
Pulp Fiction,word,motherfuckers,143.80
Pulp Fiction,word,asses,144.25
Pulp Fiction,word,fucking,144.27
Pulp Fiction,word,shit,144.30
Pulp Fiction,word,shit,144.48
Pulp Fiction,word,ass,144.53
Pulp Fiction,word,goddamn,144.82
Pulp Fiction,word,motherfucker,145.38
Pulp Fiction,word,motherfucker,145.68
Pulp Fiction,word,fucking,146.23
Pulp Fiction,word,goddamn,146.30
Pulp Fiction,word,motherfucking,146.32
Pulp Fiction,word,fuck,146.35
Pulp Fiction,word,ass,146.67
Pulp Fiction,word,shit,147.43
Pulp Fiction,word,ass,147.48
Pulp Fiction,word,shit,147.58
Pulp Fiction,word,motherfucker,147.60
Pulp Fiction,word,ass,147.62
Pulp Fiction,word,shit,147.65
Pulp Fiction,word,ass,147.90
Pulp Fiction,word,shit,148.15
Kill Bill: Vol. 1,word,bitch,7.12
Kill Bill: Vol. 1,word,ass,8.10
Kill Bill: Vol. 1,word,damn,8.12
Kill Bill: Vol. 1,word,bitch,10.45
Kill Bill: Vol. 1,word,shit,10.50
Kill Bill: Vol. 1,word,fucked,10.95
Kill Bill: Vol. 1,word,fucked,10.98
Kill Bill: Vol. 1,word,bitch,11.87
Kill Bill: Vol. 1,word,goddamn,12.17
Kill Bill: Vol. 1,word,fucking,12.17
Kill Bill: Vol. 1,word,bitch,12.48
Kill Bill: Vol. 1,word,fuck,13.07
Kill Bill: Vol. 1,word,bitch,13.08
Kill Bill: Vol. 1,word,shit,13.13
Kill Bill: Vol. 1,word,motherfucking,13.18
Kill Bill: Vol. 1,word,ass,13.18
Kill Bill: Vol. 1,word,motherfucking,13.28
Kill Bill: Vol. 1,word,bitch,13.42
Kill Bill: Vol. 1,death,,13.53
Kill Bill: Vol. 1,word,goddamn,17.20
Kill Bill: Vol. 1,word,hell,17.58
Kill Bill: Vol. 1,word,goddamn,18.02
Kill Bill: Vol. 1,word,shit,18.07
Kill Bill: Vol. 1,word,goddamn,19.32
Kill Bill: Vol. 1,word,cocksucker,19.73
Kill Bill: Vol. 1,word,fuck,22.93
Kill Bill: Vol. 1,word,shit,23.40
Kill Bill: Vol. 1,word,shit,23.45
Kill Bill: Vol. 1,word,fucking,25.02
Kill Bill: Vol. 1,word,shithead,25.12
Kill Bill: Vol. 1,word,fuck,28.03
Kill Bill: Vol. 1,word,cunt,28.43
Kill Bill: Vol. 1,word,shit,28.88
Kill Bill: Vol. 1,word,goddamn,29.37
Kill Bill: Vol. 1,death,,29.75
Kill Bill: Vol. 1,word,bullshit,31.07
Kill Bill: Vol. 1,word,shit,31.32
Kill Bill: Vol. 1,word,fuck,31.42
Kill Bill: Vol. 1,word,fuck,31.60
Kill Bill: Vol. 1,death,,31.68
Kill Bill: Vol. 1,word,pussy,32.12
Kill Bill: Vol. 1,word,fucker,32.15
Kill Bill: Vol. 1,word,cunts,35.15
Kill Bill: Vol. 1,word,dicks,35.22
Kill Bill: Vol. 1,death,,37.65
Kill Bill: Vol. 1,death,,39.57
Kill Bill: Vol. 1,death,,41.03
Kill Bill: Vol. 1,death,,42.57
Kill Bill: Vol. 1,death,,42.77
Kill Bill: Vol. 1,death,,43.48
Kill Bill: Vol. 1,word,shit,46.45
Kill Bill: Vol. 1,word,bastard,46.47
Kill Bill: Vol. 1,word,ass,46.63
Kill Bill: Vol. 1,word,goddamn,47.97
Kill Bill: Vol. 1,word,hell,48.03
Kill Bill: Vol. 1,word,damn,48.60
Kill Bill: Vol. 1,death,,60.57
Kill Bill: Vol. 1,word,bastard,62.33
Kill Bill: Vol. 1,word,fuckface,62.35
Kill Bill: Vol. 1,word,bitch,62.87
Kill Bill: Vol. 1,death,,62.97
Kill Bill: Vol. 1,word,fucking,64.20
Kill Bill: Vol. 1,word,fucker,64.23
Kill Bill: Vol. 1,word,bitches,64.32
Kill Bill: Vol. 1,word,fucking,64.38
Kill Bill: Vol. 1,word,goddamn,73.48
Kill Bill: Vol. 1,death,,75.77
Kill Bill: Vol. 1,death,,76.02
Kill Bill: Vol. 1,death,,76.02
Kill Bill: Vol. 1,death,,76.02
Kill Bill: Vol. 1,death,,76.48
Kill Bill: Vol. 1,death,,77.02
Kill Bill: Vol. 1,death,,80.32
Kill Bill: Vol. 1,death,,82.95
Kill Bill: Vol. 1,death,,82.98
Kill Bill: Vol. 1,death,,83.00
Kill Bill: Vol. 1,death,,83.03
Kill Bill: Vol. 1,death,,83.05
Kill Bill: Vol. 1,death,,83.05
Kill Bill: Vol. 1,death,,83.05
Kill Bill: Vol. 1,death,,83.08
Kill Bill: Vol. 1,death,,83.12
Kill Bill: Vol. 1,death,,83.18
Kill Bill: Vol. 1,death,,83.38
Kill Bill: Vol. 1,death,,83.42
Kill Bill: Vol. 1,death,,83.48
Kill Bill: Vol. 1,death,,83.65
Kill Bill: Vol. 1,death,,83.72
Kill Bill: Vol. 1,death,,83.83
Kill Bill: Vol. 1,death,,83.88
Kill Bill: Vol. 1,death,,83.93
Kill Bill: Vol. 1,death,,84.05
Kill Bill: Vol. 1,death,,84.18
Kill Bill: Vol. 1,death,,84.23
Kill Bill: Vol. 1,death,,84.27
Kill Bill: Vol. 1,death,,84.58
Kill Bill: Vol. 1,death,,84.92
Kill Bill: Vol. 1,death,,84.92
Kill Bill: Vol. 1,death,,85.00
Kill Bill: Vol. 1,death,,85.08
Kill Bill: Vol. 1,death,,85.10
Kill Bill: Vol. 1,death,,85.20
Kill Bill: Vol. 1,death,,85.25
Kill Bill: Vol. 1,death,,85.25
Kill Bill: Vol. 1,death,,85.28
Kill Bill: Vol. 1,death,,85.38
Kill Bill: Vol. 1,death,,85.47
Kill Bill: Vol. 1,death,,85.98
Kill Bill: Vol. 1,death,,86.05
Kill Bill: Vol. 1,death,,86.15
Kill Bill: Vol. 1,death,,86.20
Kill Bill: Vol. 1,death,,86.27
Kill Bill: Vol. 1,death,,86.35
Kill Bill: Vol. 1,death,,86.40
Kill Bill: Vol. 1,death,,87.52
Kill Bill: Vol. 1,death,,87.63
Kill Bill: Vol. 1,word,fucking,88.18
Kill Bill: Vol. 1,death,,88.95
Kill Bill: Vol. 1,death,,97.60
Kill Bill: Vol. 1,word,hell,100.10
Kill Bill: Vol. 2,word,hell,1.18
Kill Bill: Vol. 2,word,bitch,4.83
Kill Bill: Vol. 2,word,ass,9.02
Kill Bill: Vol. 2,word,cockblockery,9.62
Kill Bill: Vol. 2,word,goddamn,11.38
Kill Bill: Vol. 2,word,damn,12.82
Kill Bill: Vol. 2,death,,14.38
Kill Bill: Vol. 2,death,,14.38
Kill Bill: Vol. 2,death,,14.38
Kill Bill: Vol. 2,death,,14.38
Kill Bill: Vol. 2,death,,14.38
Kill Bill: Vol. 2,death,,14.38
Kill Bill: Vol. 2,death,,14.38
Kill Bill: Vol. 2,death,,14.38
Kill Bill: Vol. 2,death,,14.38
Kill Bill: Vol. 2,word,japs,15.53
Kill Bill: Vol. 2,word,jew (verb),17.33
Kill Bill: Vol. 2,word,fucking,18.70
Kill Bill: Vol. 2,word,ass,18.72
Kill Bill: Vol. 2,word,fucking,19.37
Kill Bill: Vol. 2,word,asshole,20.17
Kill Bill: Vol. 2,word,fucking,20.30
Kill Bill: Vol. 2,word,fucking,20.57
Kill Bill: Vol. 2,word,fucking,20.98
Kill Bill: Vol. 2,word,fucking,21.37
Kill Bill: Vol. 2,word,fucking,21.42
Kill Bill: Vol. 2,word,fucking,21.52
Kill Bill: Vol. 2,word,shit,21.80
Kill Bill: Vol. 2,word,shitty,22.50
Kill Bill: Vol. 2,word,ass,26.62
Kill Bill: Vol. 2,word,shit,27.03
Kill Bill: Vol. 2,word,bitch,28.93
Kill Bill: Vol. 2,word,ass,29.92
Kill Bill: Vol. 2,word,damn,30.47
Kill Bill: Vol. 2,word,bitch,33.02
Kill Bill: Vol. 2,word,pussy,33.15
Kill Bill: Vol. 2,word,pussy,33.23
Kill Bill: Vol. 2,word,ass,34.60
Kill Bill: Vol. 2,word,goddamn,34.70
Kill Bill: Vol. 2,word,fucking,34.77
Kill Bill: Vol. 2,word,bastards,44.12
Kill Bill: Vol. 2,word,fucker,44.65
Kill Bill: Vol. 2,word,ass,47.13
Kill Bill: Vol. 2,word,goddamn,49.20
Kill Bill: Vol. 2,word,japs,49.20
Kill Bill: Vol. 2,word,goddamn,50.93
Kill Bill: Vol. 2,word,fucked,65.67
Kill Bill: Vol. 2,word,horeshit,68.40
Kill Bill: Vol. 2,word,shit,72.45
Kill Bill: Vol. 2,death,,72.67
Kill Bill: Vol. 2,word,bitch,78.90
Kill Bill: Vol. 2,word,fucking,79.88
Kill Bill: Vol. 2,word,bitch,79.88
Kill Bill: Vol. 2,word,fucking,79.93
Kill Bill: Vol. 2,word,fuck,79.93
Kill Bill: Vol. 2,word,fucking,80.28
Kill Bill: Vol. 2,word,fucking,80.63
Kill Bill: Vol. 2,word,shit,80.75
Kill Bill: Vol. 2,word,pussy,85.35
Kill Bill: Vol. 2,word,pussy,85.40
Kill Bill: Vol. 2,word,fucking,102.12
Kill Bill: Vol. 2,word,goddamn,103.23
Kill Bill: Vol. 2,word,fuck,103.28
Kill Bill: Vol. 2,word,shit,104.63
Kill Bill: Vol. 2,word,ass,107.43
Kill Bill: Vol. 2,word,fuck,110.23
Kill Bill: Vol. 2,word,fucking,110.93
Kill Bill: Vol. 2,word,bitch,110.97
Kill Bill: Vol. 2,word,fucking,111.05
Kill Bill: Vol. 2,word,bullshit,111.58
Kill Bill: Vol. 2,word,shitless,111.92
Kill Bill: Vol. 2,word,fucking,112.52
Kill Bill: Vol. 2,word,shit,112.52
Kill Bill: Vol. 2,word,fucking,116.28
Kill Bill: Vol. 2,word,assholes,116.28
Kill Bill: Vol. 2,word,fucking,116.57
Kill Bill: Vol. 2,word,bastard,117.25
Kill Bill: Vol. 2,word,bastard,117.35
Kill Bill: Vol. 2,word,cunt,119.58
Kill Bill: Vol. 2,death,,121.12
Inglorious Basterds,death,,20.35
Inglorious Basterds,death,,20.35
Inglorious Basterds,death,,20.35
Inglorious Basterds,death,,20.35
Inglorious Basterds,word,hell,22.20
Inglorious Basterds,word,goddamn,22.22
Inglorious Basterds,word,fucking,22.32
Inglorious Basterds,word,bitch,22.55
Inglorious Basterds,death,,28.57
Inglorious Basterds,death,,28.63
Inglorious Basterds,death,,28.80
Inglorious Basterds,death,,29.07
Inglorious Basterds,death,,29.22
Inglorious Basterds,death,,29.23
Inglorious Basterds,death,,29.25
Inglorious Basterds,death,,29.93
Inglorious Basterds,word,fucking,30.93
Inglorious Basterds,word,goddamn,31.05
Inglorious Basterds,word,goddamn,32.52
Inglorious Basterds,word,ass,32.65
Inglorious Basterds,word,fuck,32.97
Inglorious Basterds,death,,34.77
Inglorious Basterds,word,shitting,34.90
Inglorious Basterds,word,fucking,34.97
Inglorious Basterds,word,fucking,35.05
Inglorious Basterds,word,fucking,35.10
Inglorious Basterds,death,,35.17
Inglorious Basterds,word,damn,35.20
Inglorious Basterds,word,fuck,35.30
Inglorious Basterds,word,ass,48.17
Inglorious Basterds,word,negro ,48.68
Inglorious Basterds,word,shit,51.48
Inglorious Basterds,word,hell,52.55
Inglorious Basterds,word,negro ,58.43
Inglorious Basterds,word,negro ,59.38
Inglorious Basterds,word,negro ,59.57
Inglorious Basterds,word,fuck,61.83
Inglorious Basterds,word,goddamn,69.48
Inglorious Basterds,word,fucking,69.50
Inglorious Basterds,word,squaw,73.00
Inglorious Basterds,word,ass,75.83
Inglorious Basterds,word,negro ,86.97
Inglorious Basterds,word,slut,90.53
Inglorious Basterds,word,hell,92.03
Inglorious Basterds,word,damn,92.27
Inglorious Basterds,death,,92.68
Inglorious Basterds,death,,92.68
Inglorious Basterds,death,,92.70
Inglorious Basterds,death,,92.72
Inglorious Basterds,death,,92.73
Inglorious Basterds,death,,92.75
Inglorious Basterds,death,,92.77
Inglorious Basterds,death,,92.83
Inglorious Basterds,death,,92.87
Inglorious Basterds,death,,92.87
Inglorious Basterds,word,fucking,96.87
Inglorious Basterds,death,,96.95
Inglorious Basterds,word,goddamn,97.12
Inglorious Basterds,word,fuck,97.53
Inglorious Basterds,word,hell,100.97
Inglorious Basterds,word,damn,101.00
Inglorious Basterds,word,fuck,101.82
Inglorious Basterds,word,ass,102.68
Inglorious Basterds,word,shit,103.40
Inglorious Basterds,word,fucking,103.82
Inglorious Basterds,death,,104.60
Inglorious Basterds,death,,104.60
Inglorious Basterds,death,,104.60
Inglorious Basterds,death,,104.60
Inglorious Basterds,word,fucker,107.77
Inglorious Basterds,word,fuck,107.82
Inglorious Basterds,word,ass,111.43
Inglorious Basterds,death,,121.13
Inglorious Basterds,word,fucking,121.53
Inglorious Basterds,word,shithead,121.53
Inglorious Basterds,word,fuck,121.55
Inglorious Basterds,word,fuck,121.57
Inglorious Basterds,word,shithead,121.62
Inglorious Basterds,word,fuck,121.63
Inglorious Basterds,word,fuck,121.68
Inglorious Basterds,word,goddamn,121.77
Inglorious Basterds,word,bitches,121.78
Inglorious Basterds,word,goddamn,121.87
Inglorious Basterds,word,damn,124.72
Inglorious Basterds,word,shit,137.82
Inglorious Basterds,word,ass,138.93
Inglorious Basterds,death,,141.47
Inglorious Basterds,death,,141.53
Inglorious Basterds,death,,142.42
Inglorious Basterds,death,,142.52
Inglorious Basterds,death,,144.17
Inglorious Basterds,death,,144.17
Inglorious Basterds,death,,144.20
Inglorious Basterds,death,,144.63
Inglorious Basterds,death,,144.63
Inglorious Basterds,death,,144.65
Inglorious Basterds,death,,144.67
Inglorious Basterds,death,,144.68
Inglorious Basterds,death,,144.85
Inglorious Basterds,death,,144.85
Inglorious Basterds,death,,144.85
Inglorious Basterds,death,,145.10
Inglorious Basterds,death,,145.60
Inglorious Basterds,death,,147.37
Inglorious Basterds,word,fuck,147.62
Inglorious Basterds,word,goddamn,148.73
Django Unchained,word,goddamn,7.23
Django Unchained,death,,7.75
Django Unchained,word,goddamn,8.37
Django Unchained,word,bitch,8.38
Django Unchained,word,damn,8.65
Django Unchained,word,fucking,8.87
Django Unchained,word,damn,8.88
Django Unchained,word,n-word ,9.80
Django Unchained,word,goddamn,10.07
Django Unchained,word,hell,10.53
Django Unchained,death,,12.63
Django Unchained,word,n-word ,13.57
Django Unchained,word,n-word ,14.07
Django Unchained,word,hell,14.75
Django Unchained,word,n-word ,14.78
Django Unchained,word,ass,19.37
Django Unchained,death,,19.62
Django Unchained,word,goddamn,20.25
Django Unchained,word,n-word ,20.47
Django Unchained,word,hell,22.67
Django Unchained,word,n-word ,24.98
Django Unchained,word,n-word ,28.55
Django Unchained,word,n-word ,28.65
Django Unchained,word,n-word ,28.80
Django Unchained,word,n-word ,29.38
Django Unchained,word,n-word ,29.50
Django Unchained,word,n-word ,29.65
Django Unchained,word,n-word ,31.07
Django Unchained,word,n-word ,31.10
Django Unchained,word,damn,33.12
Django Unchained,death,,36.47
Django Unchained,word,goddamn,36.55
Django Unchained,word,bitch,36.57
Django Unchained,death,,37.45
Django Unchained,death,,38.03
Django Unchained,word,bitches,40.92
Django Unchained,word,n-word ,41.68
Django Unchained,word,n-word ,42.02
Django Unchained,word,fucking,42.23
Django Unchained,word,shit,42.23
Django Unchained,word,fucking,42.33
Django Unchained,word,shit,42.38
Django Unchained,word,goddamn,42.45
Django Unchained,word,shit,42.47
Django Unchained,word,goddamn,42.50
Django Unchained,word,shit,43.12
Django Unchained,word,fucking,43.22
Django Unchained,word,fucking,43.25
Django Unchained,word,fucking,43.27
