movie,type,word,minutes_in
Django Unchained,word,fuck,43.28
Django Unchained,word,bitches,43.42
Django Unchained,word,n-word ,43.65
Django Unchained,word,goddamn,44.30
Django Unchained,word,fucking,44.42
Django Unchained,word,shit,44.55
Django Unchained,word,n-word ,44.58
Django Unchained,word,n-word ,44.63
Django Unchained,word,n-word ,44.67
Django Unchained,word,shit,45.50
Django Unchained,death,,45.78
Django Unchained,word,hell,47.65
Django Unchained,word,hell,48.30
Django Unchained,word,damn,53.08
Django Unchained,death,,55.07
Django Unchained,death,,56.58
Django Unchained,death,,56.62
Django Unchained,death,,56.63
Django Unchained,death,,56.65
Django Unchained,word,n-word ,59.42
Django Unchained,word,goddamned,59.65
Django Unchained,word,n-word ,59.75
Django Unchained,word,fuck,60.50
Django Unchained,word,fucking,62.22
Django Unchained,word,n-word ,63.20
Django Unchained,word,n-word ,64.78
Django Unchained,death,,66.90
Django Unchained,word,n-word ,70.10
Django Unchained,word,n-word ,71.17
Django Unchained,word,n-word ,71.20
Django Unchained,word,n-word ,71.23
Django Unchained,word,n-word ,71.28
Django Unchained,word,n-word ,71.35
Django Unchained,word,n-word ,71.87
Django Unchained,word,n-word ,73.17
Django Unchained,word,n-word ,73.23
Django Unchained,word,n-word ,73.32
Django Unchained,word,n-word ,73.73
Django Unchained,word,n-word ,74.00
Django Unchained,word,n-word ,74.40
Django Unchained,word,goddamn,74.77
Django Unchained,word,n-word ,74.83
Django Unchained,word,hell,75.67
Django Unchained,word,goddamn,76.20
Django Unchained,word,n-word ,76.30
Django Unchained,word,n-word ,76.37
Django Unchained,word,ass,76.45
Django Unchained,word,goddamn,76.45
Django Unchained,word,hell,76.92
Django Unchained,word,n-word ,78.48
Django Unchained,word,ass,79.57
Django Unchained,word,goddamn,79.63
Django Unchained,word,goddamn,79.77
Django Unchained,word,n-word ,79.80
Django Unchained,word,n-word ,81.32
Django Unchained,word,goddamn,81.68
Django Unchained,word,n-word ,82.98
Django Unchained,word,n-word ,83.47
Django Unchained,word,n-word ,83.52
Django Unchained,word,n-word ,83.68
Django Unchained,death,,84.38
Django Unchained,word,n-word ,84.47
Django Unchained,word,ass,88.32
Django Unchained,word,n-word ,88.35
Django Unchained,word,n-word ,88.75
Django Unchained,word,ass,88.97
Django Unchained,word,n-word ,89.13
Django Unchained,word,n-word ,89.13
Django Unchained,word,n-word ,89.35
Django Unchained,word,bastard,89.52
Django Unchained,word,n-word ,89.62
Django Unchained,word,ass,90.03
Django Unchained,word,motherfucker,90.03
Django Unchained,word,goddamn,90.17
Django Unchained,word,n-word ,90.32
Django Unchained,word,goddamn,90.37
Django Unchained,word,n-word ,90.42
Django Unchained,word,shit,90.43
Django Unchained,word,ass,90.88
Django Unchained,word,n-word ,91.00
Django Unchained,word,n-word ,91.02
Django Unchained,word,n-word ,91.17
Django Unchained,word,n-word ,91.18
Django Unchained,word,ass,92.12
Django Unchained,word,damn,92.23
Django Unchained,word,damn,92.25
Django Unchained,word,shit,92.27
Django Unchained,word,damn,92.33
Django Unchained,word,bitch,92.37
Django Unchained,word,n-word ,92.53
Django Unchained,word,n-word ,92.67
Django Unchained,word,ass,92.78
Django Unchained,word,ass,93.22
Django Unchained,word,n-word ,96.73
Django Unchained,word,ass,101.02
Django Unchained,word,n-word ,101.48
Django Unchained,word,n-word ,101.97
Django Unchained,word,n-word ,102.07
Django Unchained,word,n-word ,102.32
Django Unchained,word,n-word ,102.60
Django Unchained,word,n-word ,102.78
Django Unchained,word,n-word ,102.83
Django Unchained,word,n-word ,103.02
Django Unchained,word,n-word ,103.15
Django Unchained,word,n-word ,103.20
Django Unchained,word,hell,103.83
Django Unchained,word,n-word ,104.23
Django Unchained,word,n-word ,104.27
Django Unchained,word,ass,104.35
Django Unchained,word,n-word ,104.90
Django Unchained,word,bitch,104.97
Django Unchained,word,n-word ,105.62
Django Unchained,word,n-word ,106.12
Django Unchained,word,ass,108.38
Django Unchained,word,n-word ,108.48
Django Unchained,word,n-word ,108.65
Django Unchained,word,n-word ,109.12
Django Unchained,word,n-word ,109.18
Django Unchained,word,n-word ,109.20
Django Unchained,word,goddamn,109.33
Django Unchained,word,goddamn,111.33
Django Unchained,word,damn,111.53
Django Unchained,word,n-word ,112.08
Django Unchained,word,shit,112.08
Django Unchained,word,fucked,112.08
Django Unchained,word,motherfuckers,113.05
Django Unchained,word,hell,113.22
Django Unchained,word,ass,113.25
Django Unchained,word,n-word ,113.50
Django Unchained,word,n-word ,113.97
Django Unchained,word,n-word ,114.05
Django Unchained,word,fuck,114.15
Django Unchained,word,bitch,114.18
Django Unchained,word,goddamn,114.93
Django Unchained,word,bitches,115.02
Django Unchained,word,bitches,115.07
Django Unchained,word,damn,116.65
Django Unchained,word,goddamn,117.85
Django Unchained,word,jackass,120.65
Django Unchained,word,ass,121.12
Django Unchained,word,goddamn,121.12
Django Unchained,word,n-word ,121.37
Django Unchained,word,n-word ,121.67
Django Unchained,word,n-word ,122.45
Django Unchained,word,goddamn,122.60
Django Unchained,word,ass,122.63
Django Unchained,word,n-word ,123.42
Django Unchained,word,shit,130.07
Django Unchained,word,n-word ,130.38
Django Unchained,word,ass,130.45
Django Unchained,death,,131.27
Django Unchained,death,,131.53
Django Unchained,death,,131.72
Django Unchained,death,,131.80
Django Unchained,death,,131.83
Django Unchained,death,,131.92
Django Unchained,death,,132.05
Django Unchained,death,,132.13
Django Unchained,death,,132.13
Django Unchained,death,,132.13
Django Unchained,word,fucking,132.22
Django Unchained,word,n-word ,131.73
Django Unchained,word,shit,132.10
Django Unchained,word,bitch,132.12
Django Unchained,word,fucking,132.22
Django Unchained,word,damn,132.30
Django Unchained,word,bitch,132.32
Django Unchained,word,fucking,132.35
Django Unchained,word,damn,132.37
Django Unchained,word,fuck,132.42
Django Unchained,word,fuck,132.53
Django Unchained,word,n-word ,132.55
Django Unchained,death,,133.08
Django Unchained,word,n-word ,133.17
Django Unchained,word,motherfucker,133.27
Django Unchained,death,,133.38
Django Unchained,death,,133.38
Django Unchained,word,shit,133.42
Django Unchained,death,,133.47
Django Unchained,death,,133.50
Django Unchained,death,,133.52
Django Unchained,death,,133.65
Django Unchained,death,,133.83
Django Unchained,death,,133.87
Django Unchained,word,shit,134.40
Django Unchained,word,goddamn,134.77
Django Unchained,word,goddamn,135.18
Django Unchained,word,horseshit,135.43
Django Unchained,word,ass,135.65
Django Unchained,word,goddamn,135.70
Django Unchained,word,bitch,135.78
Django Unchained,word,n-word ,136.20
Django Unchained,word,n-word ,138.30
Django Unchained,word,ass,140.23
Django Unchained,word,motherfuckers,140.25
Django Unchained,word,ass,140.43
Django Unchained,word,fucking,140.50
Django Unchained,word,n-word ,140.68
Django Unchained,word,shit,140.93
Django Unchained,word,n-word ,140.97
Django Unchained,word,shit,141.22
Django Unchained,word,hell,141.25
Django Unchained,word,n-word ,141.27
Django Unchained,word,ass,141.52
Django Unchained,word,ass,142.42
Django Unchained,word,n-word ,142.43
Django Unchained,word,fuck,143.68
Django Unchained,word,fuck,144.20
Django Unchained,word,ass,144.58
Django Unchained,word,bitches,144.77
Django Unchained,word,goddamn,145.12
Django Unchained,word,fucking,145.17
Django Unchained,word,shit,145.22
Django Unchained,word,ass,145.53
Django Unchained,word,fucking,147.20
Django Unchained,word,damn,147.23
Django Unchained,word,n-word ,147.48
Django Unchained,word,fuck,147.62
Django Unchained,word,goddamn,148.43
Django Unchained,word,n-word ,148.57
Django Unchained,word,fucking,149.02
Django Unchained,death,,149.10
Django Unchained,death,,149.10
Django Unchained,death,,149.13
Django Unchained,word,goddamn,152.23
Django Unchained,word,motherfucker,152.35
Django Unchained,death,,152.37
Django Unchained,death,,152.38
Django Unchained,death,,152.40
Django Unchained,death,,152.40
Django Unchained,death,,152.47
Django Unchained,death,,152.47
Django Unchained,death,,152.50
Django Unchained,death,,156.77
Django Unchained,word,bitch,157.30
Django Unchained,death,,157.37
Django Unchained,death,,157.85
Django Unchained,word,n-word ,158.62
Django Unchained,word,n-word ,158.65
Django Unchained,word,shit,158.78
Django Unchained,word,n-word ,158.78
Django Unchained,word,motherfucker,158.90
Django Unchained,word,damn,158.92
Django Unchained,word,n-word ,158.98
Django Unchained,word,horseshit,159.18
Django Unchained,word,n-word ,159.25
Django Unchained,word,bitch,159.33
Django Unchained,word,motherfucker,159.37
Django Unchained,word,n-word ,159.42
Django Unchained,word,ass,159.53
Django Unchained,word,n-word ,159.58
Django Unchained,word,n-word ,159.65
Django Unchained,word,ass,159.70
Django Unchained,word,ass,159.77
Django Unchained,word,n-word ,159.80
Django Unchained,word,fucked,159.83
Django Unchained,word,n-word ,159.88
Django Unchained,word,n-word ,160.20
Django Unchained,word,ass,160.28
Django Unchained,death,,160.45
Jackie Brown,word,ass,4.38
Jackie Brown,word,shit,4.53
Jackie Brown,word,shit,4.63
Jackie Brown,word,motherfucker,4.85
Jackie Brown,word,shit,4.95
Jackie Brown,word,shit,5.00
Jackie Brown,word,motherfucker,5.28
Jackie Brown,word,n-word ,5.37
Jackie Brown,word,n-word ,5.45
Jackie Brown,word,fucking,5.53
Jackie Brown,word,damn,5.60
Jackie Brown,word,n-word ,5.67
Jackie Brown,word,shit,5.70
Jackie Brown,word,n-word ,6.02
Jackie Brown,word,motherfucker,6.08
Jackie Brown,word,shit,6.18
Jackie Brown,word,motherfucker,6.37
Jackie Brown,word,ass,6.70
Jackie Brown,word,shit,7.45
Jackie Brown,word,shit,8.35
Jackie Brown,word,n-word ,8.58
Jackie Brown,word,n-word ,8.62
Jackie Brown,word,n-word ,8.65
Jackie Brown,word,motherfucking,8.82
Jackie Brown,word,motherfuckers,9.23
Jackie Brown,word,bitch,9.97
Jackie Brown,word,fuck,10.08
Jackie Brown,word,fuck,10.12
Jackie Brown,word,goddamn,10.20
Jackie Brown,word,n-word ,10.20
Jackie Brown,word,goddamn,10.25
Jackie Brown,word,motherfuckers,10.50
Jackie Brown,word,shit,10.52
Jackie Brown,word,motherfucking,10.53
Jackie Brown,word,fuck,10.58
Jackie Brown,word,n-word ,12.12
Jackie Brown,word,shit,12.82
Jackie Brown,word,fuck,12.82
Jackie Brown,word,ass,13.10
Jackie Brown,word,fuck,15.63
Jackie Brown,word,n-word ,15.68
Jackie Brown,word,n-word ,15.72
Jackie Brown,word,ass,15.98
Jackie Brown,word,motherfucking,16.03
Jackie Brown,word,n-word ,16.10
Jackie Brown,word,ass,16.20
Jackie Brown,word,n-word ,16.23
Jackie Brown,word,goddamn,16.25
Jackie Brown,word,shit,16.28
Jackie Brown,word,ass,16.30
Jackie Brown,word,ass,16.33
Jackie Brown,word,motherfucking,16.35
Jackie Brown,word,n-word ,16.38
Jackie Brown,word,motherfucker,16.47
Jackie Brown,word,hell,16.52
Jackie Brown,word,shit,16.55
Jackie Brown,word,ass,16.58
Jackie Brown,word,shit,16.65
Jackie Brown,word,n-word ,16.77
Jackie Brown,word,fucking,16.87
Jackie Brown,word,n-word ,17.12
Jackie Brown,word,ass,17.22
Jackie Brown,word,n-word ,17.25
Jackie Brown,word,fuck,17.30
Jackie Brown,word,shit,17.40
Jackie Brown,word,fucking,17.42
Jackie Brown,word,ass,17.48
Jackie Brown,word,fucking,17.52
Jackie Brown,word,n-word ,17.82
Jackie Brown,word,n-word ,17.82
Jackie Brown,word,n-word ,17.85
Jackie Brown,word,n-word ,17.90
Jackie Brown,word,n-word ,17.95
Jackie Brown,word,ass,18.23
Jackie Brown,word,shit,18.38
Jackie Brown,word,n-word ,18.80
Jackie Brown,word,shit,19.07
Jackie Brown,word,motherfucker,19.35
Jackie Brown,word,motherfucker,19.45
Jackie Brown,word,fuck,19.47
Jackie Brown,word,shit,19.47
Jackie Brown,word,fucking,19.58
Jackie Brown,word,ass,19.62
Jackie Brown,word,goddamn,19.72
Jackie Brown,word,goddamn,19.83
Jackie Brown,word,goddamn,19.93
Jackie Brown,word,ass,19.95
Jackie Brown,word,n-word ,20.05
Jackie Brown,word,motherfucker,20.12
Jackie Brown,word,ass,20.17
Jackie Brown,word,goddamn,20.22
Jackie Brown,word,ass,20.28
Jackie Brown,word,ass,20.35
Jackie Brown,word,n-word ,20.38
Jackie Brown,word,fucking,20.52
Jackie Brown,word,n-word ,20.57
Jackie Brown,word,shit,20.58
Jackie Brown,word,fucking,20.65
Jackie Brown,word,motherfucker,21.05
Jackie Brown,word,motherfucker,21.12
Jackie Brown,word,goddamn,21.13
Jackie Brown,word,motherfucker,21.18
Jackie Brown,word,hell,21.22
Jackie Brown,death,,23.08
Jackie Brown,word,n-word ,23.07
Jackie Brown,word,shit,25.53
Jackie Brown,word,goddamn,26.13
Jackie Brown,word,motherfucking,26.37
Jackie Brown,word,ass,26.38
Jackie Brown,word,n-word ,27.07
Jackie Brown,word,fuck,27.08
Jackie Brown,word,n-word ,27.20
Jackie Brown,word,n-word ,27.22
Jackie Brown,word,n-word ,27.48
Jackie Brown,word,shitty,28.67
Jackie Brown,word,fucking,28.72
Jackie Brown,word,goddamn,29.05
Jackie Brown,word,fucking,29.72
Jackie Brown,word,fucks,30.63
Jackie Brown,word,shit,30.63
Jackie Brown,word,shittiest,30.77
Jackie Brown,word,fucking,30.78
Jackie Brown,word,shit,30.80
Jackie Brown,word,fuck,31.97
Jackie Brown,word,shit,32.13
Jackie Brown,word,shitty,32.40
Jackie Brown,word,goddamn,32.65
Jackie Brown,word,shit,33.47
Jackie Brown,word,shit,33.67
Jackie Brown,word,fucking,36.40
Jackie Brown,word,shit,36.42
Jackie Brown,word,shit,36.52
Jackie Brown,word,shit,36.97
Jackie Brown,word,shit,37.00
Jackie Brown,word,hell,37.13
Jackie Brown,word,motherfucking,37.15
Jackie Brown,word,ass,37.28
Jackie Brown,word,shit,37.33
Jackie Brown,word,ass,37.37
Jackie Brown,word,shit,37.88
Jackie Brown,word,shit,38.58
Jackie Brown,word,fuck,38.95
Jackie Brown,word,fucking,38.98
Jackie Brown,word,shit,39.30
Jackie Brown,word,shit,39.35
Jackie Brown,word,bitch,44.32
Jackie Brown,word,ass,45.38
Jackie Brown,word,hell,48.10
Jackie Brown,word,ass,48.10
Jackie Brown,word,ass,48.17
Jackie Brown,word,shit,48.35
Jackie Brown,word,damn,48.52
Jackie Brown,word,shit,48.53
Jackie Brown,word,shitload,48.60
Jackie Brown,word,shitload,50.45
Jackie Brown,word,dick,50.88
Jackie Brown,word,n-word ,50.97
Jackie Brown,word,hell,51.03
Jackie Brown,word,fuck,51.05
Jackie Brown,word,fuck,51.10
Jackie Brown,word,ass,51.22
Jackie Brown,word,motherfuckers,51.32
Jackie Brown,word,fuck,51.40
Jackie Brown,word,damn,51.42
Jackie Brown,word,ass,51.45
Jackie Brown,word,fucking,51.50
Jackie Brown,word,ass,51.62
Jackie Brown,word,fuck,51.65
Jackie Brown,word,motherfucking,51.80
Jackie Brown,word,motherfucking,51.97
Jackie Brown,word,motherfucking,53.17
Jackie Brown,word,ass,57.42
Jackie Brown,word,fuck,57.93
Jackie Brown,word,ass,59.12
Jackie Brown,word,shit,60.20
Jackie Brown,word,shit,61.53
Jackie Brown,word,ass,61.93
Jackie Brown,word,goddamn,62.97
Jackie Brown,word,shit,63.07
Jackie Brown,word,shit,63.07
Jackie Brown,word,shit,66.05
Jackie Brown,word,fucking,67.82
Jackie Brown,word,fuck,67.95
Jackie Brown,word,damn,69.70
Jackie Brown,word,n-word ,70.02
Jackie Brown,word,motherfuckers,70.03
Jackie Brown,word,ass,70.05
Jackie Brown,word,bullshit,70.10
Jackie Brown,word,motherfucker,70.12
Jackie Brown,word,damn,70.15
Jackie Brown,word,fuck,70.30
Jackie Brown,word,goddamn,70.45
Jackie Brown,word,fuck,70.80
Jackie Brown,word,fuck,70.90
Jackie Brown,word,ass,70.93
Jackie Brown,word,shit,71.20
Jackie Brown,word,fuck,71.23
Jackie Brown,word,damn,71.67
Jackie Brown,word,fucking,72.60
Jackie Brown,word,fuck,73.20
Jackie Brown,word,shit,73.27
Jackie Brown,word,fuck,73.85
Jackie Brown,word,shit,75.37
Jackie Brown,word,pussy,75.38
Jackie Brown,word,shit,75.60
Jackie Brown,word,bitch,75.63
Jackie Brown,word,fucking,75.63
Jackie Brown,word,fuck,75.70
Jackie Brown,word,n-word ,75.70
Jackie Brown,word,damn,75.73
Jackie Brown,word,fuck,75.77
Jackie Brown,word,fucked,75.87
Jackie Brown,word,shit,76.18
Jackie Brown,word,bitches,76.32
Jackie Brown,word,ass,76.72
Jackie Brown,word,ass,76.92
Jackie Brown,word,bitch,77.05
Jackie Brown,word,fuck,77.35
Jackie Brown,word,bitch,77.47
Jackie Brown,word,ass,79.37
Jackie Brown,word,shit,80.33
Jackie Brown,word,fuck,81.00
Jackie Brown,word,shit,81.02
Jackie Brown,word,shit,83.92
Jackie Brown,word,shit,88.68
Jackie Brown,word,shit,88.83
Jackie Brown,word,hell,92.38
Jackie Brown,word,hell,92.38
Jackie Brown,word,hell,92.43
Jackie Brown,word,shit,92.52
Jackie Brown,word,shit,92.55
Jackie Brown,word,goddamn,92.57
Jackie Brown,word,fuck,92.58
Jackie Brown,word,ass,92.62
Jackie Brown,word,fucking,92.63
Jackie Brown,word,fuck,92.65
Jackie Brown,word,ass,92.70
Jackie Brown,word,shit,92.82
Jackie Brown,word,ass,92.97
Jackie Brown,word,damn,93.03
Jackie Brown,word,shit,94.13
Jackie Brown,word,ass,94.27
Jackie Brown,word,ass,94.77
Jackie Brown,word,damn,94.98
Jackie Brown,word,shit,95.07
Jackie Brown,word,motherfucker,95.08
Jackie Brown,word,motherfucker,95.13
Jackie Brown,word,shit,96.70
Jackie Brown,word,fucking,96.90
Jackie Brown,word,hell,97.37
Jackie Brown,word,bitch,98.02
Jackie Brown,word,ass,98.07
Jackie Brown,word,shit,98.15
Jackie Brown,word,motherfucking,98.17
Jackie Brown,word,goddamn,98.23
Jackie Brown,word,goddamn,98.45
Jackie Brown,word,bitch,98.45
Jackie Brown,word,fucking,98.47
Jackie Brown,word,ass,101.37
Jackie Brown,word,fuck,101.92
Jackie Brown,word,motherfucking,101.98
Jackie Brown,word,bitch,102.07
Jackie Brown,word,fucking,102.08
Jackie Brown,word,ass,102.08
Jackie Brown,word,goddamn,102.10
Jackie Brown,word,ass,102.32
Jackie Brown,word,fuck,102.33
Jackie Brown,word,ass,105.27
Jackie Brown,word,fuck,106.32
Jackie Brown,word,goddamn,109.70
Jackie Brown,word,fuck,109.77
Jackie Brown,word,fucking,109.82
Jackie Brown,word,shit,109.97
Jackie Brown,word,bitch,110.13
Jackie Brown,word,fucking,110.15
Jackie Brown,word,fucking,110.52
Jackie Brown,word,fuck,111.27
Jackie Brown,word,fuck,111.83
Jackie Brown,word,goddamn,111.85
Jackie Brown,word,fucking,111.90
Jackie Brown,word,fuck,111.97
Jackie Brown,word,fucking,111.98
Jackie Brown,word,fuck,112.07
Jackie Brown,word,fuck,112.35
Jackie Brown,word,fucking,113.18
Jackie Brown,death,,113.28
Jackie Brown,word,bitch,114.98
Jackie Brown,word,fucking,115.00
Jackie Brown,word,fuck,116.07
Jackie Brown,word,fucking,120.22
Jackie Brown,word,fucking,120.35
Jackie Brown,word,fucking,120.85
Jackie Brown,word,bitch,121.10
Jackie Brown,word,fucking,121.87
Jackie Brown,word,fucking,121.92
Jackie Brown,word,ass,122.08
Jackie Brown,word,fuck,122.12
Jackie Brown,word,fuck,122.15
Jackie Brown,word,fuck,122.17
Jackie Brown,word,fucking,121.20
Jackie Brown,word,shit,122.28
Jackie Brown,word,bitch,123.32
Jackie Brown,word,shit,123.63
Jackie Brown,word,motherfucker,124.57
Jackie Brown,word,hell,124.65
Jackie Brown,word,ass,124.68
Jackie Brown,word,motherfuckers,124.75
Jackie Brown,word,fucking,124.83
Jackie Brown,word,fucking,124.85
Jackie Brown,word,fucking,124.88
Jackie Brown,word,fucking,124.90
Jackie Brown,word,goddamn,124.97
Jackie Brown,word,motherfucker,125.07
Jackie Brown,word,ass,125.10
Jackie Brown,word,shit,125.12
Jackie Brown,word,fucking,125.15
Jackie Brown,word,fuck,125.33
Jackie Brown,word,ass,125.37
Jackie Brown,death,,125.43
Jackie Brown,word,shit,126.42
Jackie Brown,word,fucking,126.62
Jackie Brown,word,fucking,127.07
Jackie Brown,word,fucking,127.42
Jackie Brown,word,fucking,128.38
Jackie Brown,word,motherfucking,128.42
Jackie Brown,word,motherfucker,128.47
Jackie Brown,word,fuck,129.17
Jackie Brown,word,fucking,129.57
Jackie Brown,word,goddamn,130.90
Jackie Brown,word,motherfucking,130.92
Jackie Brown,word,motherfucking,131.00
Jackie Brown,word,motherfucker,131.08
Jackie Brown,word,motherfucker,131.18
Jackie Brown,word,shit,131.22
Jackie Brown,word,n-word ,131.25
Jackie Brown,word,motherfucker,131.28
Jackie Brown,word,goddamn,131.35
Jackie Brown,word,motherfucker,131.38
Jackie Brown,word,shit,131.40
Jackie Brown,word,goddamn,131.45
Jackie Brown,word,shit,131.57
Jackie Brown,word,n-word ,131.80
Jackie Brown,word,motherfucking,132.78
Jackie Brown,word,ass,133.05
Jackie Brown,word,motherfucking,133.13
Jackie Brown,word,fuck,134.00
Jackie Brown,word,goddamn,134.02
Jackie Brown,word,fucking,134.07
Jackie Brown,word,ass,134.18
Jackie Brown,word,motherfucker,134.33
Jackie Brown,word,motherfucker,134.50
Jackie Brown,word,n-word ,134.78
Jackie Brown,word,shit,135.00
Jackie Brown,word,ass,135.67
Jackie Brown,word,dumbass,135.72
Jackie Brown,word,bullshit,136.72
Jackie Brown,word,fucking,136.90
Jackie Brown,word,ass,137.13
Jackie Brown,word,n-word ,137.13
Jackie Brown,word,goddamn,138.20
Jackie Brown,word,bullshit,141.03
Jackie Brown,word,bitch,141.20
Jackie Brown,word,goddamn,141.23
Jackie Brown,word,motherfucker,141.35
Jackie Brown,word,n-word ,141.50
Jackie Brown,word,motherfucker,141.55
Jackie Brown,word,motherfucker,141.80
Jackie Brown,word,motherfucker,141.93
Jackie Brown,word,ass,142.43
Jackie Brown,word,fucking,142.47
Jackie Brown,word,goddamn,142.97
Jackie Brown,death,,143.13